107	16	15	6	6
108	17	15	6	6
109	17	15	6	7
110	17	15	6	7
111	17	15	6	7
112	17	15	6	7
113	17	15	6	7
114	17	18	8	7
115	17	26	11	7
116	17	26	11	8
117	17	26	11	8
118	17	26	11	8
119	17	26	11	8
120	17	26	11	8
121	20	26	11	8
122	20	26	11	8
123	20	26	11	8
124	20	26	11	8
125	25	26	12	8
126	25	26	12	9
127	25	26	12	9
128	25	26	12	9
129	25	26	12	9
130	25	26	12	9
131	25	31	15	9
132	25	33	15	9
133	25	33	15	9
134	25	33	15	9
135	25	33	15	9
136	28	33	17	10
137	28	33	17	10
138	28	33	17	10
139	30	33	18	10
140	30	33	18	10
141	30	33	18	10
142	30	33	18	10
143	30	35	19	10
144	30	35	19	10
145	30	35	19	10
146	30	35	19	10
147	34	35	21	10
148	34	35	21	10
149	34	35	21	10
150	34	35	21	10
151	34	37	22	10
152	34	37	22	10
153	34	37	22	10
154	39	37	25	10
155	39	37	25	10
156	39	37	25	10
157	39	38	25	10
158	39	38	25	10
159	39	38	25	10
160	39	38	25	10
161	41	38	25	10
162	41	40	26	10
163	41	40	26	10
164	41	40	26	10
165	46	40	28	10
166	46	40	28	11
167	46	40	28	11
168	46	40	28	11
169	46	40	28	11
170	46	40	28	11
171	46	40	28	11
172	46	42	29	11
173	46	42	29	11
174	46	42	29	11
175	46	43	29	11
176	46	43	29	11
177	46	43	29	11
178	46	43	29	11
179	46	43	29	11
180	46	43	29	11
181	49	43	30	11
182	51	43	30	11
183	51	43	30	11
184	51	43	30	11
185	51	44	31	11
186	51	44	31	11
187	53	44	31	11
188	53	44	31	11
189	53	44	31	11
190	53	44	31	11
191	53	46	32	11
192	53	46	32	11
193	53	46	32	11
194	53	46	32	11
195	54	46	32	11
196	54	46	32	11
197	54	46	32	11
198	54	46	32	11
199	54	46	32	11
200	54	46	32	11
201	54	46	32	11
202	54	48	33	11
203	54	48	33	11
204	54	48	33	11
205	54	48	33	11
206	56	48	33	11
207	56	48	33	11
208	56	48	33	11
209	56	48	33	11
210	56	48	33	11
211	56	48	33	11
212	56	50	33	11
213	56	50	33	11
214	56	50	33	11
215	56	50	33	11
216	56	50	33	11
217	58	50	33	11
218	58	50	33	11
219	58	50	33	11
220	58	50	33	11
221	58	50	33	11
222	58	50	33	11
223	58	52	35	11
224	58	53	36	11
225	58	53	36	11
226	58	53	36	11
227	58	53	36	11
228	58	53	36	11
229	59	53	36	11
230	59	53	36	11
231	59	53	36	11
232	61	53	36	11
233	61	53	36	11
234	61	53	36	11
235	61	53	36	11
236	61	55	38	11
237	61	55	38	11
238	61	55	38	11
239	61	55	38	11
240	61	55	38	11
241	61	55	38	11
242	63	55	38	11
243	63	55	38	11
244	63	55	38	11
245	63	55	38	11
246	63	55	38	11
247	63	55	38	11
248	65	55	38	11
249	65	55	38	11
250	65	55	38	11
251	65	55	38	11
252	65	55	38	11
253	65	55	38	11
254	66	55	38	11
255	66	55	38	11
256	66	55	38	11
257	66	55	38	11
258	68	55	39	11
259	68	55	39	11
260	68	55	39	11
261	68	55	39	11
262	68	55	39	11
263	68	55	39	11
264	68	59	42	11
265	68	59	42	11
266	68	59	42	11
267	68	59	42	11
268	68	59	42	11
269	68	59	42	11
270	68	60	42	11
271	68	60	42	11
272	68	60	42	11
273	68	60	42	11
274	68	60	42	11
275	68	60	42	11
276	68	60	42	11
277	70	60	44	11
278	70	60	44	11
279	70	60	44	11
280	70	61	44	11
281	70	61	44	11
282	70	61	44	11
283	70	61	44	11
284	70	61	44	11
285	70	61	44	11
286	70	61	44	11
287	70	61	44	11
288	72	61	45	11
289	72	61	45	11
290	72	61	45	11
291	72	61	45	11
292	72	61	45	11
293	72	62	45	11
294	72	62	45	11
295	72	62	45	11
296	72	62	45	11
297	72	62	45	11
298	72	62	45	11
299	72	62	45	11
300	75	62	46	11
301	75	62	46	11
302	75	62	46	11
303	75	62	46	11
304	75	62	46	11
305	75	62	46	11
306	76	62	46	11
307	76	62	46	11
308	76	62	46	11
309	76	62	46	11
310	76	62	46	11
311	76	62	46	11
312	77	64	48	11
313	77	64	48	11
314	77	64	48	11
315	77	64	48	11
316	77	64	48	11
317	84	64	51	11
318	84	64	51	12
319	84	64	51	12
320	84	64	51	12
321	84	64	51	12
322	84	64	51	12
323	84	65	52	13
324	84	65	52	13
325	84	65	52	13
326	84	65	52	13
327	89	65	52	13
328	89	65	52	13
329	89	65	52	13
330	89	65	52	13
331	89	65	52	13
332	89	65	52	13
333	89	68	55	13
334	89	68	55	13
335	89	68	55	13
336	89	73	55	13
337	89	73	55	13
338	89	73	55	13
339	89	73	55	13
340	94	73	59	13
341	94	73	59	13
342	94	73	59	13
343	94	73	59	13
344	94	73	59	13
345	95	73	59	13
346	95	73	59	13
347	95	73	59	13
348	95	73	59	13
349	95	75	61	13
350	95	75	61	13
351	95	75	61	13
352	95	75	61	13
353	95	75	61	13
354	95	75	61	14
355	97	75	61	14
356	97	75	61	14
357	97	75	61	14
358	97	75	61	14
359	99	76	62	14
360	99	76	62	14
361	99	76	62	14
362	99	81	63	14
363	99	81	63	14
364	99	81	63	14
365	99	81	63	14
366	101	81	63	14
367	101	81	63	14
368	101	81	63	14
369	101	81	63	14
370	101	81	63	14
371	101	81	63	14
372	101	81	63	14
373	102	81	64	14
374	102	81	64	14
375	102	81	64	14
376	102	82	64	14
377	102	82	64	14
378	102	82	64	14
379	103	82	64	14
380	103	82	64	14
381	103	82	64	14
382	103	82	64	14
383	103	82	64	14
384	103	82	64	14
385	104	82	64	14
386	104	82	64	14
387	104	82	64	14
388	107	82	65	14
389	107	82	65	14
390	107	82	65	14
391	107	82	65	14
392	107	82	65	14
393	107	85	67	14
394	107	85	67	14
395	107	85	67	14
396	107	85	67	14
397	108	85	67	14
398	108	85	67	14
399	108	85	67	14
400	108	85	67	14
401	108	85	67	14
402	108	85	67	14
403	108	85	67	15
404	108	86	68	15
405	108	88	70	15
406	108	88	70	15
407	108	88	70	15
408	111	88	71	15
409	111	88	71	15
410	111	88	71	15
411	111	88	71	15
412	111	88	71	15
413	111	88	71	15
414	113	91	74	15
415	113	91	74	15
416	113	91	74	15
417	113	91	74	15
418	113	91	74	15
419	113	91	74	15
420	113	91	74	15
421	113	91	74	15
422	113	91	74	15
423	113	92	75	15
