1	0	0	0	0
2	0	0	0	0
3	0	0	0	0
4	0	0	0	0
5	0	0	0	0
6	0	0	0	0
7	0	2	0	0
8	0	2	0	0
9	0	2	0	0
10	0	2	0	0
11	0	2	0	0
12	0	2	0	0
13	0	2	0	0
14	1	2	0	0
15	1	2	0	0
16	1	2	0	0
17	1	2	0	0
18	2	2	0	1
19	2	2	0	1
20	2	2	0	1
21	2	2	0	1
22	2	2	0	2
23	2	4	2	2
24	2	4	2	2
25	2	4	2	2
26	2	4	2	2
27	2	4	2	2
28	2	4	2	2
29	2	4	2	2
30	2	4	2	2
31	2	4	2	2
32	2	4	2	2
33	3	4	2	2
34	3	4	2	2
35	3	4	2	2
36	3	4	2	2
37	3	4	2	2
38	3	4	2	2
39	3	4	2	2
40	3	4	2	2
41	3	4	2	2
42	3	4	2	2
43	3	4	2	2
44	3	4	2	2
45	3	4	2	2
46	4	4	2	2
47	4	4	2	2
48	4	4	2	2
49	4	4	2	2
50	4	4	2	2
51	4	4	2	2
52	4	5	2	2
53	4	5	2	2
54	4	5	2	2
55	5	5	2	2
56	5	5	2	2
57	5	5	2	2
58	5	5	2	2
59	5	5	2	2
60	6	9	3	2
61	6	9	3	3
62	6	9	3	3
63	6	9	3	3
64	6	9	3	3
65	6	9	3	3
66	7	9	3	3
67	7	9	3	3
68	7	9	3	3
69	7	9	3	3
70	7	9	3	3
71	7	9	3	3
72	7	10	3	3
73	7	10	3	3
74	7	10	3	3
75	7	10	3	3
76	7	10	3	3
77	7	10	3	3
78	9	10	3	3
79	9	10	3	3
80	9	10	3	3
81	9	10	3	3
82	9	10	3	3
83	9	10	3	3
84	9	10	3	3
85	9	10	3	3
86	9	10	3	3
87	11	10	4	3
88	11	10	4	3
89	11	10	4	3
90	11	10	4	3
91	11	10	4	3
92	11	11	4	3
93	11	11	4	3
94	11	11	4	3
95	11	11	4	4
96	11	11	4	4
97	11	11	4	4
98	11	11	4	4
99	11	12	4	5
100	16	12	5	5
101	16	12	5	5
102	16	12	5	5
103	16	12	5	5
104	16	12	5	6
105	16	15	6	6
106	16	15	6	6
