13	27
4	27
4	23
13	27
2	24
2	24
11	20
11	20
13	27
14	26
1	23
4	24
14	26
13	23
14	26
12	26
12	26
13	20
13	20
14	24
12	24
12	26
12	26
12	26
12	26
12	24
13	20
13	26
14	26
1	20
12	26
12	28
11	26
1	23
12	26
14	24
12	23
12	23
13	20
2	23
2	21
14	26
12	28
12	21
7	27
13	20
13	27
13	27
13	27
13	27
11	20
13	27
11	26
11	20
13	27
13	27
11	26
13	27
13	27
12	28
14	26
11	26
13	27
13	27
13	27
11	26
12	24
12	26
13	27
13	27
13	27
11	28
13	27
13	27
13	27
11	28
11	28
11	26
11	28
12	26
12	26
14	28
14	28
14	24
12	27
14	28
13	27
13	27
11	28
13	27
13	27
13	27
13	26
13	27
14	27
14	28
14	28
13	27
13	27
14	26
14	26
13	27
11	26
11	26
12	26
12	26
12	26
14	28
12	28
12	28
12	28
11	26
11	26
