1	2
2	0
3	0
4	2
5	0
6	0
7	0
8	1
9	4
10	0
11	1
12	0
13	0
14	1
15	4
16	0
17	11
18	0
19	7
20	0
21	2
22	2
23	1
24	2
25	3
26	0
27	1
28	2
29	2
30	0
31	2
32	3
33	0
34	2
35	0
36	0
37	0
38	4
39	1
40	1
41	0
42	1
43	0
44	0
45	2
46	0
47	1
48	8
49	0
50	2
51	0
52	6
53	0
54	1
55	0
56	0
57	3
58	3
59	0
60	3
61	1
